stim,coherence,difficulty,motionstrength,resp,rt,correct,correctM,trialnr,blocknr,sessionnr,subjnr,baseline_pupil,int1motion,int2motion,rtNorm,decision_pupil,feedback_pupil,trialend_pupil,response_pupil
1,0.025,2,0.6400948,1,0.35,1,1,11,5,3,10,-0.2934583,12.62366,13.26375,1.421823,0.7337857,1.004717,0.8747885,0.1731935
-1,0.3,5,-5.425181,-1,0.17,1,1,12,5,3,10,-0.03806966,12.35346,6.928276,-0.3058293,-0.02625126,0.2808943,0.6948787,0.2543663
-1,0.3,5,-5.370814,-1,0.12,1,1,13,5,3,10,-0.165123,12.76461,7.393798,-0.9984601,0.5823821,0.6577696,0.4212829,0.5302052
-1,0.05,3,-0.5969706,-1,0.31,1,1,14,5,3,10,-0.7239113,12.69701,12.10004,1.106984,0.5705456,0.7491394,0.2701293,0.2723039
1,0.0125,1,0.1191072,-1,0.27,0,0,15,5,3,10,-1.243314,12.65149,12.7706,0.7597993,1.299523,1.501242,2.002089,1.032355
-1,0.0125,1,-0.1451063,1,0.19,0,0,16,5,3,10,0.5037985,12.57894,12.43383,-0.0641496,-0.3765069,-0.4340146,-0.01290281,-0.001406976
1,0.0125,1,-0.2663069,-1,0.07999998,0,1,17,5,3,10,0.4432598,12.93273,12.66643,-1.677145,-0.06951857,0.1804087,0.3219516,-0.04518681
1,0.0125,1,0.2311764,-1,0.15,0,0,18,5,3,10,0.1627148,12.72126,12.95244,-0.566118,0.6380405,0.9222364,1.336088,0.388176
-1,0.1,4,-1.992499,-1,0.07999998,1,1,19,5,3,10,0.7755345,12.56097,10.56847,-1.677145,0.1988799,0.3470949,0.3242668,-0.004108495
-1,0.3,5,-5.596275,-1,0.1,1,1,20,5,3,10,1.0068,12.89164,7.295362,-1.320806,-0.4527546,-0.1935823,-2.106507,-0.677684
1,0.025,2,0.6044264,1,0.22,1,1,21,5,3,10,-2.830908,12.7047,13.30912,0.2687828,-0.4286585,0.1591263,0.1998049,0.6453339
-1,0.0125,1,-0.5619555,1,0.22,0,0,22,5,3,10,-2.552947,12.8282,12.26625,0.2687828,1.312076,1.745427,1.78892,0.5559285
1,0.025,2,0.5247469,1,0.17,1,1,23,5,3,10,0.02504968,12.66212,13.18686,-0.3058293,0.3800584,0.5949045,0.4218562,0.06313838
-1,0.025,2,-0.3759279,-1,0.1,1,1,24,5,3,10,0.3821116,12.60732,12.23139,-1.320806,0.3491878,0.6275383,0.06998236,0.3528584
-1,0.3,5,-5.529356,-1,0.06999999,1,1,25,5,3,10,-0.01177676,12.78545,7.256092,-1.870459,0.6032874,0.7516976,0.5744631,0.8794703
1,0.1,4,1.809772,1,0.2,1,1,26,5,3,10,0.08805415,12.82157,14.63135,0.05050817,-1.637386,-0.7492486,-0.2747484,0.5537264
1,0.3,5,5.694551,1,0.22,1,1,27,5,3,10,-0.8402804,12.73595,18.4305,0.2687828,0.06612864,0.2692166,0.9120795,0.5045139
-1,0.025,2,-0.4674892,1,0.2,0,0,28,5,3,10,-0.2525514,12.88412,12.41664,0.05050817,0.8423566,1.087844,1.05355,0.7944685
-1,0.1,4,-2.211168,1,0.44,0,0,29,5,3,10,0.5688915,12.78728,10.57611,2.038449,0.2025409,0.4259285,0.0005199249,0.3241144
-1,0.3,5,-5.009295,-1,0.06999999,1,1,30,5,3,10,0.7417409,12.50229,7.492993,-1.870459,-0.5941591,-0.06715562,-1.082056,-1.248497
-1,0.05,3,-0.7236242,1,0.17,0,0,31,5,3,10,-0.1087127,12.67768,11.95405,-0.3058293,0.9857113,1.043944,1.067191,0.6894991
1,0.05,3,1.011163,1,0.2,1,1,32,5,3,10,0.707961,12.65539,13.66655,0.05050817,0.2913974,-0.3536065,-2.231807,0.3316526
-1,0.1,4,-1.909105,-1,0.18,1,1,33,5,3,10,-0.8456466,12.80319,10.89409,-0.1828311,1.242737,1.495584,1.569168,0.9884042
1,0.05,3,0.6734686,1,0.2,1,1,34,5,3,10,0.4225174,12.85754,13.53101,0.05050817,0.2900114,0.08582907,-0.5402137,0.5929903
1,0.025,2,0.3255987,1,0.18,1,1,35,5,3,10,-0.8458976,12.90399,13.22959,-0.1828311,0.5761341,0.9490316,-0.7218435,1.09476
-1,0.05,3,-1.067333,-1,0.17,1,1,36,5,3,10,-2.168554,12.65263,11.5853,-0.3058293,1.194157,1.820163,1.406851,1.466844
1,0.3,5,5.222263,1,0.27,1,1,37,5,3,10,-1.708257,12.736,17.95826,0.7597993,0.3256375,0.2890609,0.7413532,1.200653
1,0.025,2,0.3679161,-1,0.29,0,0,38,5,3,10,-0.2785576,12.80079,13.16871,0.9378449,0.9355057,1.084735,0.007725016,0.7036552
-1,0.05,3,-1.167325,-1,0.13,1,1,39,5,3,10,-0.9894736,12.89527,11.72794,-0.8481209,-0.7030071,-0.6916814,-0.8059589,1.297383
-1,0.0125,1,-0.1554842,1,0.28,0,0,40,5,3,10,-1.446653,12.61109,12.45561,0.8499932,0.6483452,0.6772059,1.409334,-0.1436413
1,0.3,5,4.924134,1,0.22,1,1,41,5,3,10,0.2994489,12.98314,17.90728,0.2687828,0.2753657,0.5561415,0.0773156,0.004086263
-1,0.05,3,-0.6657934,1,0.26,0,0,42,5,3,10,-0.3753541,12.51933,11.85353,0.6671339,1.091784,1.379377,1.635132,0.3781503
-1,0.0125,1,0.00130558,1,0.7,0,1,43,5,3,10,0.9872018,12.59385,12.59516,3.36775,0.7438453,1.007741,1.00145,0.5661157
1,0.1,4,1.765328,1,0.4,1,1,44,5,3,10,1.552306,12.68689,14.45222,1.77816,-0.2030469,0.2605758,0.145955,0.1661323
1,0.1,4,1.879873,1,0.27,1,1,45,5,3,10,1.016786,12.84462,14.72449,0.7597993,0.4698655,0.6291249,0.2357594,0.3663906
1,0.025,2,0.4639397,1,0.13,1,1,46,5,3,10,0.1085157,12.69823,13.16217,-0.8481209,1.08987,1.406785,0.7342572,1.076062
1,0.1,4,1.552794,1,0.17,1,1,47,5,3,10,-0.1143185,12.71174,14.26454,-0.3058293,-0.1478496,0.5470386,-1.387218,0.5441059
1,0.025,2,0.5856047,-1,0.22,0,0,48,5,3,10,-0.8843052,12.61614,13.20175,0.2687828,1.319622,1.558352,1.006154,1.153794
1,0.3,5,5.484292,1,0.24,1,1,49,5,3,10,-1.295139,12.50468,17.98897,0.4738199,-1.570483,-1.588418,-1.593863,1.387861
1,0.05,3,1.455198,-1,0.1,0,0,50,5,3,10,-2.44206,12.43792,13.89312,-1.320806,1.954022,2.310249,2.506571,0.8836887
-1,0.0125,1,-0.5243177,1,0.3,0,0,1,6,3,10,-0.47404,12.87595,12.35163,1.188627,0.5873027,1.112972,1.210385,-0.08786749
1,0.05,3,1.04673,1,0.22,1,1,2,6,3,10,-0.4581554,12.57625,13.62298,0.5426353,1.622914,1.896999,1.125022,-0.3334455
-1,0.3,5,-5.741382,-1,0.11,1,1,3,6,3,10,0.5297797,12.8835,7.142118,-0.6767612,-2.196517,-0.6954454,-0.660281,-0.763185
-1,0.3,5,-5.390332,-1,0.05000001,1,1,4,6,3,10,0.3153059,12.74201,7.351676,-1.650835,0.05915406,0.503149,-0.3288522,0.4108532
-1,0.3,5,-5.27255,-1,0.06999999,1,1,5,6,3,10,0.3846121,12.60806,7.335508,-1.288493,-0.5172644,-0.1737293,-0.3753343,0.5385156
-1,0.025,2,-0.5522547,1,0.19,0,0,6,6,3,10,-0.5661238,12.75732,12.20507,0.2576549,0.5358492,0.766162,0.4888555,0.7459944
1,0.025,2,0.3996363,1,0.17,1,1,7,6,3,10,-0.5034639,12.6356,13.03523,0.0507841,1.233609,0.5837198,0.924183,0.4526905
-1,0.05,3,-0.9726944,-1,0.07999998,1,1,8,6,3,10,0.9237769,12.70126,11.72857,-1.123022,0.05064471,-0.01513046,-1.898494,-0.1645388
1,0.025,2,0.4070492,-1,0.32,0,0,9,6,3,10,-1.044352,12.64448,13.05153,1.329872,0.8597665,1.183478,1.091235,0.8627605
-1,0.3,5,-5.146623,-1,0.06999999,1,1,10,6,3,10,-0.1187562,12.52384,7.377221,-1.288493,-0.1542586,-0.2552401,-0.7231066,0.3632459
-1,0.3,5,-5.299425,-1,0.1,1,1,11,6,3,10,-1.521464,12.77705,7.477625,-0.8180065,1.007028,1.572741,1.969873,0.7028942
1,0.0125,1,0.1829605,-1,0.12,0,0,12,6,3,10,-0.2380055,12.68564,12.8686,-0.5420876,0.5477399,0.1780409,-0.6305729,0.5410948
-1,0.0125,1,0.05424786,-1,0.27,1,0,13,6,3,10,-0.5976201,12.58928,12.64353,0.9629311,1.403544,1.578573,1.014076,0.6246375
-1,0.3,5,-5.522596,-1,0.11,1,1,14,6,3,10,0.4979902,12.80517,7.28257,-0.6767612,0.8851388,1.212068,1.373466,0.5475225
-1,0.05,3,-0.4386492,1,0.34,0,0,15,6,3,10,1.140861,12.42578,11.98713,1.464546,-0.9381819,-1.610837,-1.456522,0.2001805
1,0.0125,1,0.2991638,-1,0.13,0,0,16,6,3,10,-0.5066766,12.69024,12.98941,-0.4134016,1.078219,1.753092,2.072157,1.075865
1,0.0125,1,0.2696514,1,0.2,1,1,17,6,3,10,1.583201,12.68145,12.9511,0.3557986,0.6167769,0.2274078,-2.315447,-0.004241339
-1,0.1,4,-1.68422,-1,0.13,1,1,18,6,3,10,0.0832593,12.58448,10.90026,-0.4134016,0.5133156,0.5372272,-1.949187,0.2173709
1,0.1,4,2.065121,1,0.13,1,1,19,6,3,10,-1.970606,12.61938,14.6845,-0.4134016,1.310214,1.641836,0.7815077,1.197487
1,0.025,2,0.5529423,1,0.29,1,1,20,6,3,10,-1.638796,12.66898,13.22192,1.115333,0.8591118,1.295796,0.8500954,1.376494
-1,0.1,4,-1.857352,-1,0.01999998,1,1,21,6,3,10,0.2341097,12.72755,10.8702,-2.296827,0.294077,0.2497767,-0.4767637,0.2120535
1,0.05,3,1.07215,-1,0.32,0,0,22,6,3,10,-0.4190853,12.73383,13.80598,1.329872,1.441062,1.484972,-0.00522894,1.405266
1,0.3,5,5.18504,1,0.23,1,1,23,6,3,10,-0.6253234,12.88529,18.07033,0.6317179,-0.4573067,-0.647543,0.7880257,0.8534715
-1,0.025,2,-0.3386526,1,0.38,0,0,24,6,3,10,-1.523855,12.72312,12.38447,1.71644,1.041976,1.623031,0.8130847,0.5135239
1,0.0125,1,0.1000118,1,0.22,1,1,25,6,3,10,-0.5780837,12.71553,12.81555,0.5426353,-1.007928,0.4669738,-1.377514,1.304589
1,0.3,5,5.270182,1,0.27,1,1,26,6,3,10,-2.117605,12.61783,17.88801,0.9629311,0.6185169,1.052214,1.162682,0.6983889
1,0.1,4,1.577009,1,0.15,1,1,27,6,3,10,-1.998731,12.81727,14.39428,-0.1720154,0.9828868,1.82372,0.77992,1.784783
-1,0.05,3,-1.09565,-1,0.13,1,1,28,6,3,10,0.8531352,12.94278,11.84713,-0.4134016,0.07682282,0.3621284,0.6616653,-0.3373714
-1,0.1,4,-1.71384,-1,0.1,1,1,29,6,3,10,2.076735,12.50982,10.79598,-0.8180065,-0.05805852,0.05940909,-0.7606739,-0.2893063
-1,0.025,2,-0.02908993,-1,0.05000001,1,1,30,6,3,10,1.287989,12.51891,12.48982,-1.650835,-0.7956349,-0.07588125,-0.4985119,-0.3207297
1,0.025,2,0.5704374,1,0.17,1,1,31,6,3,10,1.09436,12.66225,13.23268,0.0507841,0.3597876,0.2195517,-0.7840115,0.1405123
-1,0.025,2,-0.2579575,-1,0.12,1,1,32,6,3,10,1.003842,12.84908,12.59112,-0.5420876,-0.8529569,-0.8129671,-2.200936,-1.189084
1,0.05,3,1.324992,1,0.13,1,1,33,6,3,10,-0.06009924,12.5908,13.91579,-0.4134016,0.3986582,0.4448818,0.4309899,0.3460335
1,0.05,3,0.6396942,-1,0.21,0,0,34,6,3,10,-1.873667,12.95674,13.59643,0.4507235,0.1381227,0.5961503,0.9280139,1.11014
1,0.3,5,5.473513,-1,0.02999997,0,0,35,6,3,10,-0.7039706,12.7052,18.17871,-2.065107,1.789968,1.709139,0.511743,0.8533487
1,0.05,3,0.7104368,1,0.25,1,1,36,6,3,10,0.1900629,12.75646,13.4669,0.8020588,-0.1008216,-0.1247878,0.5924416,0.2133065
1,0.05,3,1.038625,1,0.25,1,1,37,6,3,10,0.09944118,12.54095,13.57958,0.8020588,-0.3581959,0.269263,-0.6387393,0.1641545
-1,0.0125,1,-0.3120718,1,0.43,0,0,38,6,3,10,-0.5659109,12.88951,12.57744,2.003305,1.091046,1.25467,0.8145953,1.380507
-1,0.0125,1,0.01169014,-1,0.24,1,0,39,6,3,10,1.299052,12.61271,12.6244,0.7181411,-1.548842,-1.181727,-2.327373,-1.370335
1,0.1,4,1.80872,1,0.17,1,1,40,6,3,10,-1.379211,12.84451,14.65323,0.0507841,0.9059138,0.941327,-0.6125911,1.096209
-1,0.1,4,-1.614412,-1,0.22,1,1,41,6,3,10,-0.7256662,12.59503,10.98062,0.5426353,0.9062217,1.001579,1.218143,0.525355
1,0.1,4,1.875134,1,0.15,1,1,42,6,3,10,-1.12944,12.84534,14.72048,-0.1720154,1.737812,2.099704,2.234141,0.9810359
-1,0.0125,1,-0.321044,-1,0.14,1,1,43,6,3,10,0.4730397,13.00627,12.68522,-0.2901932,0.6862003,0.8959306,0.4229006,1.009774
1,0.3,5,5.602057,1,0.13,1,1,44,6,3,10,0.3565575,12.49001,18.09207,-0.4134016,-0.2370022,0.2065146,-0.3761614,0.0009734908
1,0.1,4,1.706967,1,0.2,1,1,45,6,3,10,-0.8815314,12.60861,14.31558,0.3557986,0.07994362,-0.1289514,-0.3313664,-2.163427
-1,0.025,2,-0.3361511,-1,0.1,1,1,46,6,3,10,-0.2287355,12.56308,12.22692,-0.8180065,1.375235,1.403926,-0.3522272,0.5455903
1,0.025,2,0.4912586,1,0.2,1,1,47,6,3,10,-0.7068518,12.75369,13.24495,0.3557986,1.718947,1.730592,1.245801,1.161757
1,0.05,3,1.095767,1,0.1,1,1,48,6,3,10,-0.9534987,12.56689,13.66266,-0.8180065,1.426043,1.607841,-0.8778542,1.39644
-1,0.1,4,-1.8611,-1,0.15,1,1,49,6,3,10,-2.068023,12.68103,10.81993,-0.1720154,-0.6014547,0.4145639,1.212698,1.04647
-1,0.0125,1,-0.281229,-1,0.39,1,1,50,6,3,10,-1.68408,12.75015,12.46893,1.776132,0.7171394,1.415493,1.680866,1.664854
1,0.025,2,0.8132849,1,0.25,1,1,1,7,3,10,0.1961439,12.51807,13.33135,1.006313,-0.1636072,0.4696485,-1.309537,-1.255644
1,0.025,2,0.4575672,-1,0.06999999,0,0,2,7,3,10,-1.355496,12.53523,12.9928,-1.610592,2.367018,2.371708,1.827759,1.016571
-1,0.025,2,-0.8353453,-1,0.07999998,1,1,3,7,3,10,0.4218938,12.91912,12.08378,-1.403459,-0.7795151,-0.2580134,0.3085311,0.2495723
1,0.05,3,0.9981518,-1,0.14,0,0,4,7,3,10,0.1725599,12.7731,13.77125,-0.3609431,-0.2185286,0.2793458,0.00692857,0.1396869
-1,0.05,3,-0.897521,-1,0.07999998,1,1,5,7,3,10,0.3880123,12.80523,11.90771,-1.403459,0.7741196,0.8537256,0.898523,0.3872034
-1,0.3,5,-5.724029,-1,0.11,1,1,6,7,3,10,0.2125574,12.92987,7.205845,-0.84484,1.278357,0.9396765,0.2425544,0.7118499
1,0.0125,1,0.5481491,-1,0.25,0,0,7,7,3,10,-0.4077861,12.3428,12.89095,1.006313,0.4877585,0.5387662,1.054664,0.2775942
1,0.025,2,0.4986334,1,0.14,1,1,8,7,3,10,0.0621432,12.78146,13.28009,-0.3609431,0.2125419,0.09200883,-0.4232652,0.5291842
1,0.0125,1,-0.2392321,1,0.16,1,0,9,7,3,10,0.1851671,12.83909,12.59986,-0.07088019,-2.993324,-1.689586,-1.196292,0.385929
-1,0.025,2,-0.4767361,1,0.15,0,0,10,7,3,10,-1.306056,12.87111,12.39437,-0.2130108,0.5913332,1.008743,1.338674,0.8385693
-1,0.0125,1,0.1034584,-1,0.08999997,1,0,11,7,3,10,-0.4613942,12.58035,12.6838,-1.207528,1.025624,1.279492,0.6905315,0.8517643
-1,0.025,2,-0.2882843,1,0.31,0,0,12,7,3,10,0.6163977,12.53075,12.24246,1.579693,0.5177988,0.8706705,-0.3283615,0.3932228
-1,0.025,2,-0.422121,1,0.25,0,0,13,7,3,10,0.7081128,12.42799,12.00587,1.006313,0.5803362,0.6314921,-0.03834703,-0.04746292
-1,0.05,3,-0.6676626,1,0.28,0,0,14,7,3,10,-1.217836,12.57906,11.9114,1.304331,0.4396416,0.947232,0.03277696,-0.7869772
-1,0.05,3,-0.7358322,1,0.2,0,0,15,7,3,10,-0.5467817,12.56673,11.8309,0.4476948,0.8114656,0.8887338,0.9683147,-0.160767
1,0.0125,1,0.04764748,-1,0.21,0,0,16,7,3,10,-0.02750991,12.82189,12.86953,0.5665197,-0.3320272,0.2573161,-0.07020175,0.1459423
1,0.05,3,1.001766,1,0.14,1,1,17,7,3,10,-0.5946054,12.77238,13.77414,-0.3609431,0.9588274,1.361564,1.233379,0.9989237
1,0.3,5,5.392819,1,0.15,1,1,18,7,3,10,0.6227413,12.88587,18.27869,-0.2130108,0.1584267,0.003944135,-0.8895389,0.2827752
-1,0.025,2,-0.6143713,-1,0.23,1,1,19,7,3,10,0.378861,12.65949,12.04512,0.7930843,0.4025185,0.5165663,-0.7482959,0.222421
1,0.1,4,1.589072,1,0.23,1,1,20,7,3,10,0.5141358,12.77455,14.36362,0.7930843,-0.67136,-0.3952544,-0.6876169,-0.3855858
1,0.05,3,0.9830923,-1,0.17,0,0,21,7,3,10,-2.274121,12.73062,13.71371,0.06588459,2.64551,2.88341,2.947752,2.594473
1,0.3,5,5.514116,1,0.17,1,1,22,7,3,10,0.144362,12.56619,18.08031,0.06588459,-0.05668688,0.5476038,0.7284503,-0.1162915
-1,0.0125,1,-0.5315123,1,0.13,0,0,23,7,3,10,-0.09073345,12.94265,12.41114,-0.5151726,-0.2696926,0.5521976,0.7904508,0.5065075
-1,0.3,5,-5.543369,-1,0.07999998,1,1,24,7,3,10,0.5527758,12.71534,7.171971,-1.403459,-0.8829172,-0.3326175,-0.1391627,-0.3328665
1,0.1,4,1.568213,1,0.31,1,1,25,7,3,10,-0.9328132,12.77379,14.342,1.579693,1.4575,1.637707,0.3789721,1.226012
1,0.05,3,0.8801365,1,0.11,1,1,26,7,3,10,-0.23625,12.74964,13.62978,-0.84484,1.356205,1.102469,1.209543,0.8327773
-1,0.3,5,-5.157004,-1,0.15,1,1,27,7,3,10,0.227575,12.52549,7.368483,-0.2130108,0.04351818,0.2038949,-2.443889,0.4777686
-1,0.1,4,-1.912119,-1,0.38,1,1,28,7,3,10,-2.471089,12.84077,10.92865,2.150915,2.053233,2.085002,0.2134766,1.690894
1,0.1,4,1.656502,1,0.14,1,1,29,7,3,10,-2.994738,12.72932,14.38582,-0.3609431,-0.02332396,0.9419184,1.040898,0.3859107
-1,0.3,5,-5.578193,-1,0.1,1,1,30,7,3,10,0.791535,12.83565,7.257462,-1.021648,-1.502835,-0.6839535,-0.616123,-1.503316
1,0.0125,1,-0.1229076,-1,0.2,0,1,31,7,3,10,0.703153,12.98335,12.86044,0.4476948,0.6501599,0.5521942,0.6576456,0.31407
1,0.1,4,1.811446,1,0.16,1,1,32,7,3,10,1.172882,12.62695,14.4384,-0.07088019,0.2894137,-0.3579128,-2.159139,0.1164906
-1,0.0125,1,-0.1756115,1,0.15,0,0,33,7,3,10,0.5760525,12.49214,12.31653,-0.2130108,0.06973763,0.3737779,0.6629921,0.3268582
1,0.3,5,5.036366,1,0.27,1,1,34,7,3,10,-0.1146653,12.91906,17.95542,1.20769,-0.3640351,-0.0648376,0.03573267,0.4472397
-1,0.1,4,-2.104764,-1,0.15,1,1,35,7,3,10,1.126081,13.04871,10.94395,-0.2130108,-0.7992249,-0.6834236,-0.8050684,-0.2056288
-1,0.3,5,-5.233095,-1,0.1,1,1,36,7,3,10,-0.6952447,12.52694,7.293846,-1.021648,-0.1087651,0.06812342,-0.6604652,0.2885926
-1,0.1,4,-1.711877,-1,0.13,1,1,37,7,3,10,-1.079874,12.68596,10.97408,-0.5151726,0.5833513,1.342703,0.08390604,0.6661074
-1,0.025,2,-0.07408524,-1,0.12,1,1,38,7,3,10,-2.369152,12.49849,12.4244,-0.6762588,0.7603286,1.237191,0.7416282,1.789339
-1,0.1,4,-2.061926,-1,0.05000001,1,1,39,7,3,10,0.2597699,12.83953,10.77761,-2.064164,1.137829,1.28049,1.306679,0.6904473
1,0.3,5,5.460483,1,0.15,1,1,40,7,3,10,1.354126,12.80633,18.26681,-0.2130108,0.5117327,0.3850737,-0.5058313,0.3413744
-1,0.05,3,-0.8922338,-1,0.06999999,1,1,41,7,3,10,-0.5066056,12.84722,11.95499,-1.610592,0.1975181,0.1655497,1.219277,1.179876
1,0.05,3,0.9485092,1,0.38,1,1,42,7,3,10,-0.4814379,12.78876,13.73727,2.150915,0.03264914,0.2544569,-1.163336,0.243139
1,0.0125,1,0.2042103,1,0.32,1,1,43,7,3,10,-0.9484795,12.6605,12.86471,1.667018,-1.491477,-0.7491497,-0.5661662,0.8631784
-1,0.1,4,-1.89364,-1,0.19,1,1,44,7,3,10,-1.62063,12.87555,10.98191,0.3248408,1.068448,1.65718,0.6768038,0.4095989
1,0.1,4,1.943685,1,0.15,1,1,45,7,3,10,-1.420277,12.82872,14.77241,-0.2130108,1.349272,1.992144,1.781943,2.094215
-1,0.0125,1,-0.3164539,-1,0.15,1,1,46,7,3,10,-0.4288266,12.78446,12.46801,-0.2130108,0.7941299,1.186267,-0.2356014,0.5701682
1,0.0125,1,0.6705017,-1,0.27,0,0,47,7,3,10,-1.053541,12.26022,12.93073,1.20769,-0.69185,0.0550319,0.9251626,0.3859899
1,0.3,5,5.778231,1,0.17,1,1,48,7,3,10,0.05732108,12.559,18.33723,0.06588459,0.7483649,1.438411,0.9123663,0.9634512
1,0.05,3,0.7929497,1,0.16,1,1,49,7,3,10,0.4293727,12.79852,13.59146,-0.07088019,1.506194,1.918176,0.7347596,0.5408874
-1,0.025,2,-0.6767454,-1,0.17,1,1,50,7,3,10,-0.03185267,13.02649,12.34975,0.06588459,-0.6891919,-0.00869062,-0.3145964,1.232773
-1,0.025,2,-0.174902,1,0.27,0,0,1,8,3,10,-0.4496298,12.64108,12.46618,1.274767,0.8032013,0.7673135,1.125905,0.3725002
1,0.1,4,1.982294,-1,0.44,0,0,2,8,3,10,0.7789219,12.63235,14.61465,2.691148,-0.5050359,-0.3233173,-0.4184765,-0.1441509
1,0.1,4,2.090913,-1,0.29,0,0,3,8,3,10,-0.8655552,12.54786,14.63877,1.471991,0.148805,1.008064,0.8908575,0.2868029
-1,0.05,3,-0.57125,1,0.22,0,0,4,8,3,10,0.1475412,12.61394,12.04269,0.7308601,0.2625227,0.5184233,0.3577552,0.06832709
-1,0.025,2,-0.3033123,1,0.19,0,0,5,8,3,10,0.002584035,12.73772,12.43441,0.3620655,0.9402409,0.8125053,0.7378832,0.4974612
1,0.0125,1,0.4144735,-1,0.14,0,0,6,8,3,10,1.109441,12.79351,13.20798,-0.3469074,-0.5566844,-0.3018209,-0.09215014,-0.003559309
-1,0.1,4,-1.870945,-1,0.18,1,1,7,8,3,10,1.153071,12.71904,10.84809,0.2306002,-0.4427357,-0.2682719,-0.2198695,-0.1304121
1,0.3,5,5.213281,1,0.22,1,1,8,8,3,10,0.3568565,12.85326,18.06654,0.7308601,-0.3744194,-0.6716513,-0.5676405,0.201474
-1,0.025,2,-0.3172283,-1,0.13,1,1,9,8,3,10,0.2012745,12.5215,12.20427,-0.506352,-0.7363592,-0.5187271,-0.819056,-0.6598994
-1,0.025,2,-0.5629692,-1,0.22,1,1,10,8,3,10,0.5235927,12.56207,11.99911,0.7308601,-0.6816797,-0.241836,-0.6772808,-0.9144256
-1,0.1,4,-1.340534,1,0.23,0,0,11,8,3,10,-0.2721913,12.40969,11.06915,0.8461423,0.3937115,0.5557015,0.07692438,0.6402647
-1,0.0125,1,-0.1366405,-1,0.17,1,1,12,8,3,10,0.3806365,12.65796,12.52132,0.09435304,-0.5336918,-0.05286976,-0.2423358,0.06362874
1,0.05,3,1.262254,-1,0.2,0,0,13,8,3,10,-1.207829,12.6081,13.87035,0.4890738,0.0441108,0.708567,-0.03849686,1.024264
1,0.0125,1,0.6309776,1,0.21,1,1,14,8,3,10,-0.4180872,12.59483,13.2258,0.6119165,0.07650761,0.007880144,0.3110301,-0.08493012
-1,0.3,5,-5.401787,-1,0.14,1,1,15,8,3,10,-0.9862501,12.66838,7.266594,-0.3469074,0.7361546,0.6396596,1.011007,0.4360037
-1,0.0125,1,-0.1614761,1,0.15,0,0,16,8,3,10,-0.04716693,12.77715,12.61567,-0.1939729,0.5742057,0.6606863,0.6207587,0.4265888
1,0.1,4,1.748107,1,0.14,1,1,17,8,3,10,0.4148008,12.60474,14.35285,-0.3469074,0.5654636,0.6449571,0.9598768,0.0756449
-1,0.3,5,-5.176114,-1,0.1,1,1,18,8,3,10,0.7338748,12.46238,7.286271,-1.029953,-1.306621,-1.153102,-0.6187354,-0.5914469
1,0.05,3,0.8108091,-1,0.25,0,0,19,8,3,10,0.02365357,12.76685,13.57765,1.066581,0.4166218,0.2316063,0.132074,0.4418386
-1,0.3,5,-5.447435,-1,0.06999999,1,1,20,8,3,10,-0.4286323,12.63786,7.190423,-1.638812,0.1995841,0.7744946,0.6675153,0.7406768
1,0.0125,1,0.6704874,1,0.14,1,1,21,8,3,10,-0.8236493,12.63099,13.30148,-0.3469074,1.513582,1.5187,1.519799,1.124171
-1,0.1,4,-1.662379,-1,0.2,1,1,22,8,3,10,-0.1914742,12.6698,11.00742,0.4890738,0.3065793,0.389901,-0.4205581,0.1907625
1,0.025,2,0.7415447,1,0.2,1,1,23,8,3,10,-1.151038,12.43958,13.18113,0.4890738,1.401299,1.489729,0.8243891,0.9381329
1,0.025,2,0.6975641,1,0.15,1,1,24,8,3,10,0.1315178,12.52802,13.22558,-0.1939729,0.2147847,-0.6441524,0.2088075,0.6085674
1,0.0125,1,0.2810946,1,0.18,1,1,25,8,3,10,0.3304845,12.55701,12.8381,0.2306002,-0.7481859,-0.6922669,-1.144578,-0.5682437
-1,0.05,3,-1.191617,-1,0.15,1,1,26,8,3,10,-0.3497425,12.74317,11.55155,-0.1939729,-0.6654384,-0.6934487,-0.5542711,0.4158498
-1,0.3,5,-5.65519,-1,0.05000001,1,1,27,8,3,10,-0.2198404,12.91103,7.255835,-2.107721,0.04368217,0.3585814,-0.02709345,0.3031397
1,0.3,5,5.356276,1,0.12,1,1,28,8,3,10,-0.4365469,12.79681,18.15309,-0.6728851,0.01985038,0.4059703,0.58884,-0.1103574
1,0.0125,1,0.191474,1,0.18,1,1,29,8,3,10,0.7940665,12.79533,12.9868,0.2306002,-1.31354,-1.495404,-0.812397,-0.3829692
1,0.025,2,0.3024178,1,0.3,1,1,30,8,3,10,-2.028901,12.9137,13.21612,1.566841,2.613579,2.605672,0.4974985,1.736203
1,0.025,2,0.4500189,-1,0.17,0,0,31,8,3,10,-2.770756,12.66307,13.11309,0.09435304,3.330469,3.244777,1.990489,2.741276
-1,0.05,3,-0.6446886,-1,0.3,1,1,32,8,3,10,-1.1461,12.46957,11.82488,1.566841,1.176641,1.335433,0.5189711,1.515127
1,0.1,4,1.474113,1,0.15,1,1,33,8,3,10,0.6700585,12.72046,14.19458,-0.1939729,-0.275391,-0.08206517,-0.7181138,0.07268041
1,0.025,2,0.6247206,1,0.13,1,1,34,8,3,10,0.09052829,12.77246,13.39718,-0.506352,-0.3854483,-1.043702,-0.7016585,0.2493368
