stim,coherence,difficulty,motionstrength,resp,rt,correct,correctM,trialnr,blocknr,sessionnr,subjnr,baseline_pupil,int1motion,int2motion,rtNorm,decision_pupil,feedback_pupil,trialend_pupil,response_pupil
1,0.00625,1,0.3358097,1,0.25,1,1,36,7,4,10,-0.398708,12.72956,13.06537,0.9830139,0.2941778,0.5038856,-0.2782561,1.281296
1,0.2,5,3.772799,1,0.12,1,1,37,7,4,10,-2.150745,12.43556,16.20836,-1.153825,1.296097,1.911724,1.992427,1.553859
1,0.025,3,0.9208698,1,0.2,1,1,38,7,4,10,0.1006054,12.4383,13.35917,0.2735777,0.5517175,0.2903676,0.6398517,0.2461307
-1,0.00625,1,-0.2661514,1,0.19,0,0,39,7,4,10,0.4445654,12.74408,12.47793,0.117555,-0.5617444,-0.06994433,0.328718,0.3898601
1,0.025,3,0.4567509,1,0.24,1,1,40,7,4,10,0.2289305,12.57735,13.0341,0.8496068,0.5931227,0.6397537,0.4923751,0.7599542
-1,0.025,3,-0.5002308,-1,0.22,1,1,41,7,4,10,0.3300495,12.60845,12.10822,0.5705988,-1.870422,-0.847068,-0.7828557,0.5949812
1,0.05,4,0.5026875,1,0.1,1,1,42,7,4,10,-1.500632,12.9511,13.45379,-1.592463,2.172276,2.317312,2.385854,1.362122
1,0.00625,1,0.04319382,1,0.11,1,1,43,7,4,10,0.3355709,12.48415,12.52734,-1.36792,-1.875976,-0.5884129,-0.1571702,0.1050954
1,0.0125,2,0.752533,1,0.13,1,1,44,7,4,10,-0.7180808,12.42419,13.17672,-0.949248,1.485375,1.269415,1.613664,0.6183768
1,0.05,4,0.4875107,1,0.15,1,1,45,7,4,10,-0.5318822,13.04959,13.5371,-0.5655075,1.283499,0.9609222,0.8646798,1.125867
1,0.05,4,0.9086761,1,0.14,1,1,46,7,4,10,-0.6636937,12.60435,13.51302,-0.7533791,-0.004094914,0.6552892,0.4473297,0.5758951
-1,0.0125,2,0.09993172,1,0.2,0,1,47,7,4,10,-0.7707091,12.44392,12.54386,0.2735777,0.4070711,0.4922186,0.3912909,0.9112028
-1,0.00625,1,-0.3546658,1,0.31,0,0,48,7,4,10,-1.6129,12.79958,12.44492,1.711196,1.650413,1.880121,0.4850954,1.172377
-1,0.2,5,-3.810287,-1,0.11,1,1,49,7,4,10,-1.149531,13.0264,9.216114,-1.36792,1.27602,1.585428,1.554819,1.652735
-1,0.0125,2,-0.2222052,1,0.19,0,0,50,7,4,10,-0.5534229,12.76427,12.54207,0.117555,-0.6179822,-0.5215195,0.3468567,0.8766439
1,0.2,5,3.729126,1,0.14,1,1,1,8,4,10,-0.4777217,12.64578,16.37491,-0.6629716,0.2311265,0.7388373,-0.4662207,-0.04465536
-1,0.05,4,-0.8161201,1,0.13,0,0,2,8,4,10,1.063038,12.66768,11.85156,-0.817403,-0.4851721,-0.1322642,-0.4788489,-1.105745
1,0.025,3,0.3857098,1,0.22,1,1,3,8,4,10,0.1295383,12.7461,13.13181,0.380909,0.7384082,0.8429525,0.6725448,0.3686166
1,0.025,3,0.454402,1,0.15,1,1,4,8,4,10,0.5858377,12.65757,13.11197,-0.5148456,0.5845012,0.5223755,0.06597801,0.2885046
1,0.05,4,0.9690037,1,0.12,1,1,5,8,4,10,1.473224,12.60363,13.57263,-0.9787,-0.4876432,-0.7829902,-0.9550076,-0.5552893
1,0.0125,2,0.7738352,1,0.17,1,1,6,8,4,10,0.5994441,12.51788,13.29172,-0.2355852,-0.09947067,-0.2773709,0.2272491,-0.6501465
1,0.00625,1,-0.1474972,1,0.22,1,0,7,8,4,10,-0.4292558,12.90228,12.75478,0.380909,-0.6134103,0.3196172,0.02242813,0.3579544
-1,0.025,3,-0.5101662,1,0.35,0,0,8,8,4,10,0.1821932,12.84144,12.33127,1.617992,0.05829489,-0.3035548,-0.4486939,0.1992174
1,0.2,5,3.655769,1,0.13,1,1,9,8,4,10,0.2508546,12.77434,16.43011,-0.817403,-0.04166537,-0.4495652,-0.6050705,-0.01321547
-1,0.00625,1,-0.5454531,-1,0.13,1,1,10,8,4,10,-0.7624131,12.95765,12.4122,-0.817403,0.6598436,1.12557,0.9378589,0.5917267
-1,0.0125,2,-0.3670521,-1,0.37,1,1,11,8,4,10,-0.8406439,12.85979,12.49274,1.775781,0.357671,0.8031084,0.07250622,0.5379946
-1,0.2,5,-3.636287,-1,0.17,1,1,12,8,4,10,-0.002799455,12.7303,9.094015,-0.2355852,0.2538299,0.3545229,0.1853116,-0.2880733
-1,0.05,4,-0.8469105,1,0.22,0,0,13,8,4,10,1.00889,12.79094,11.94403,0.380909,-1.304015,-0.5866112,-0.4293703,-0.8378343
1,0.00625,1,0.05564594,1,0.18,1,1,14,8,4,10,-0.4331687,12.92299,12.97863,-0.1036219,0.4121487,0.8656127,0.2174552,0.840744
-1,0.2,5,-3.718974,-1,0.13,1,1,15,8,4,10,-0.4641356,12.64752,8.928551,-0.817403,0.6011381,1.142135,-0.07226626,0.04711097
1,0.05,4,0.7391443,1,0.18,1,1,16,8,4,10,0.3551839,12.91337,13.65252,-0.1036219,0.5318376,-0.08806389,-0.6513117,-0.8723209
-1,0.025,3,-0.2632055,-1,0.28,1,1,17,8,4,10,-0.9957917,12.69521,12.43201,1.004482,1.046632,1.374868,1.056983,0.8002173
1,0.05,4,0.6554718,-1,0.38,0,0,18,8,4,10,-0.09744515,13.03467,13.69014,1.852175,1.268854,1.411615,0.6043024,0.7379997
1,0.025,3,0.5789614,1,0.22,1,1,19,8,4,10,0.4481658,12.69731,13.27627,0.380909,0.6977364,0.7406488,0.9048575,-0.7043044
1,0.2,5,3.709157,1,0.15,1,1,20,8,4,10,1.036983,12.63657,16.34573,-0.5148456,-2.185534,-1.259787,-1.21166,-0.8350639
1,0.0125,2,0.02486324,1,0.45,1,1,21,8,4,10,1.223308,12.87744,12.9023,2.346143,0.0377441,0.1174731,-0.9590082,-0.6950619
-1,0.025,3,-0.4797421,-1,0.35,1,1,22,8,4,10,0.002392749,12.74503,12.26529,1.617992,1.353865,1.656684,-0.4922061,0.4947038
-1,0.00625,1,0.1464968,-1,0.25,1,0,23,8,4,10,-2.117034,12.69649,12.84299,0.7060746,2.143793,2.801844,2.356025,1.583092
-1,0.00625,1,-0.1070833,-1,0.13,1,1,24,8,4,10,-2.279673,12.5586,12.45152,-0.817403,3.2702,2.184288,2.367589,2.203007
-1,0.2,5,-3.703524,-1,0.14,1,1,25,8,4,10,0.690437,12.773,9.069474,-0.6629716,-3.761202,-3.535507,-3.521603,-0.6891363
-1,0.0125,2,-0.252058,-1,0.06,1,1,26,8,4,10,-2.081769,12.51677,12.26472,-2.134238,0.8555652,2.019155,0.9298974,0.7717422
-1,0.025,3,-0.5105839,-1,0.3,1,1,27,8,4,10,-0.9111117,12.6823,12.17171,1.190605,2.247879,2.474211,0.6405087,1.449355
-1,0.2,5,-3.737168,-1,0.07999998,1,1,28,8,4,10,1.386107,12.82663,9.089462,-1.706852,-3.511613,-3.105705,-4.051454,-0.5863137
1,0.00625,1,0.5413713,1,0.26,1,1,29,8,4,10,0.7528225,12.48915,13.03052,0.808295,-1.288822,-0.8786735,-0.6675955,-0.245326
1,0.00625,1,0.05816269,1,0.18,1,1,30,8,4,10,-1.802938,12.82901,12.88717,-0.1036219,-0.2791454,1.299767,0.453408,0.9725428
-1,0.0125,2,-0.008804321,-1,0.23,1,1,31,8,4,10,-1.423122,12.67112,12.66231,0.4925665,2.166065,2.446423,2.440279,1.374743
1,0.0125,2,-0.1051607,1,0.2,1,0,32,8,4,10,0.6432467,12.99182,12.88666,0.1467249,-0.8724808,-1.89867,-0.768114,-0.08752026
-1,0.05,4,-0.3836155,-1,0.11,1,1,33,8,4,10,-1.880751,12.29877,11.91516,-1.147502,2.332352,2.683926,2.805781,1.98206
1,0.05,4,0.9164238,1,0.15,1,1,34,8,4,10,0.2112586,12.64932,13.56575,-0.5148456,-0.9391818,0.4137455,0.9896441,0.0224604
1,0.00625,1,0.3300772,1,0.17,1,1,35,8,4,10,0.5241581,12.31732,12.6474,-0.2355852,0.4362252,0.5966437,0.4245809,0.5042656
1,0.2,5,3.476976,-1,0.33,0,0,36,8,4,10,-0.8377189,12.69557,16.17254,1.453027,1.566617,1.497289,1.348962,0.8145239
-1,0.2,5,-3.390546,-1,0.1,1,1,37,8,4,10,0.3547331,12.73553,9.344982,-1.324541,-0.7033101,0.008429984,0.08581676,-0.4605324
1,0.05,4,0.8505182,-1,0.37,0,0,38,8,4,10,-0.7314073,12.64827,13.49879,1.775781,2.081876,2.159281,0.9547744,1.625471
1,0.05,4,0.7752867,1,0.23,1,1,39,8,4,10,-0.9095168,12.68848,13.46377,0.4925665,1.478748,1.844954,0.02586499,1.283575
1,0.0125,2,0.2071257,-1,0.12,0,0,40,8,4,10,-1.318911,12.67985,12.88698,-0.9787,1.432077,2.120975,2.069293,1.529123
-1,0.00625,1,-0.152132,-1,0.15,1,1,41,8,4,10,0.2792353,12.84189,12.68976,-0.5148456,0.1399147,0.5805495,0.841432,-0.6198437
-1,0.05,4,-1.124402,-1,0.1,1,1,42,8,4,10,1.676671,12.76354,11.63914,-1.324541,-0.1507699,0.02541861,-0.0004827038,-0.5051121
-1,0.00625,1,-0.1488743,1,0.13,0,0,43,8,4,10,0.6454136,12.70422,12.55534,-0.817403,0.5067928,0.8919553,0.04787263,0.3330071
-1,0.0125,2,-0.3547106,1,0.15,0,0,44,8,4,10,-0.2715715,12.89497,12.54026,-0.5148456,-3.736595,-3.546322,-1.164087,-0.3075082
1,0.2,5,3.539247,1,0.24,1,1,45,8,4,10,-1.096744,12.75579,16.29504,0.6008908,-0.246344,-0.5593415,0.2036555,0.6015029
-1,0.025,3,-0.744957,1,0.24,0,0,46,8,4,10,-1.245993,12.84884,12.10388,0.6008908,1.579166,1.733462,1.538804,0.6504071
-1,0.0125,2,-0.14221,1,0.15,0,0,47,8,4,10,0.8561813,12.80424,12.66203,-0.5148456,-0.1806971,-0.1809644,0.02473474,-1.167174
1,0.025,3,0.4251575,1,0.17,1,1,48,8,4,10,0.9934098,12.59454,13.01969,-0.2355852,0.05177249,0.04839713,-0.4752731,-0.3295497
1,0.0125,2,0.5133419,1,0.18,1,1,49,8,4,10,0.1799857,12.44042,12.95376,-0.1036219,-4.706915,-4.962584,-2.627169,-0.664816
-1,0.025,3,-0.5321121,-1,0.21,1,1,50,8,4,10,-0.5204876,12.47868,11.94656,0.2657053,-0.01257117,0.07174756,0.2689623,-0.3443905
-1,0.05,4,-0.8823099,1,0.17,0,0,1,9,4,10,-0.09931295,12.77584,11.89353,-0.307468,-0.7797346,0.2058815,0.2538079,-0.7103646
-1,0.2,5,-3.700811,-1,0.07999998,1,1,2,9,4,10,0.07818092,12.73389,9.033075,-2.162576,0.2474582,0.816098,0.4845979,0.07860361
1,0.05,4,0.8750429,-1,0.23,0,0,3,9,4,10,-0.4697727,12.55138,13.42643,0.6106524,1.257104,1.650182,2.269439,0.6038521
-1,0.025,3,-0.9158783,-1,0.25,1,1,4,9,4,10,1.561802,12.99737,12.08149,0.879863,0.2319042,0.6354894,0.5071766,-0.4406239
1,0.2,5,3.660797,1,0.2,1,1,5,9,4,10,-0.8927223,12.70635,16.36715,0.1745835,0.1556337,0.9732575,1.553842,1.897691
-1,0.2,5,-4.04831,-1,0.1,1,1,6,9,4,10,-1.589405,12.9827,8.934393,-1.680524,-0.2034638,0.9262913,-0.9359399,1.538268
-1,0.0125,2,-0.09731483,1,0.16,0,0,7,9,4,10,-2.252738,12.71139,12.61407,-0.4801393,2.765586,2.580971,2.187463,1.211684
1,0.05,4,1.128754,1,0.15,1,1,8,9,4,10,-0.9331634,12.60841,13.73716,-0.6595852,1.610685,1.787408,0.244076,1.406642
1,0.0125,2,0.3182364,1,0.25,1,1,9,9,4,10,-0.9674246,12.70987,13.0281,0.879863,1.529427,2.094513,1.261743,0.8462755
1,0.025,3,0.5770922,-1,0.27,0,0,10,9,4,10,-1.250263,12.75333,13.33042,1.134109,2.159999,2.449167,1.963872,1.57741
-1,0.2,5,-3.527691,-1,0.15,1,1,11,9,4,10,-0.02439363,12.51191,8.984215,-0.6595852,0.4727755,0.8687931,0.444787,0.2441504
-1,0.05,4,-1.18219,1,0.22,0,0,12,9,4,10,0.5886402,12.80886,11.62667,0.4698643,0.1621429,0.4825183,-1.693748,-0.1836011
1,0.0125,2,0.6160917,1,0.19,1,1,13,9,4,10,0.1786852,12.4958,13.11189,0.01947507,1.031897,1.147291,1.318779,0.03647036
1,0.025,3,0.2726612,1,0.22,1,1,14,9,4,10,0.9532076,12.83978,13.11244,0.4698643,-0.08998736,0.02326687,-0.4470438,-0.3896499
-1,0.00625,1,-0.2430735,-1,0.13,1,1,15,9,4,10,-2.211971,12.78908,12.54601,-1.041077,2.767152,3.160914,2.740406,2.388036
-1,0.00625,1,-0.3452549,1,0.17,0,0,16,9,4,10,-0.8981879,12.8347,12.48944,-0.307468,1.238832,1.151488,1.617555,0.6963016
1,0.2,5,3.587917,1,0.17,1,1,17,9,4,10,-3.553447,12.75733,16.34525,-0.307468,1.895608,2.308491,3.102043,2.328187
-1,0.05,4,-1.12999,-1,0.17,1,1,18,9,4,10,-1.749428,12.71773,11.58774,-0.307468,0.8346955,1.490245,1.951117,1.282783
-1,0.00625,1,0.1618357,1,0.18,0,1,19,9,4,10,0.2536098,12.45788,12.61972,-0.1410766,-0.5568479,0.04359531,0.124261,-0.8009416
-1,0.05,4,-0.4906206,1,0.27,0,0,20,9,4,10,-0.1823241,12.45416,11.96354,1.134109,0.3436145,0.7214842,0.1190574,-0.1891506
1,0.2,5,3.889884,1,0.12,1,1,21,9,4,10,-0.9381499,12.65077,16.54066,-1.244455,1.785778,1.635491,1.636346,1.079942
1,0.025,3,0.06110859,1,0.27,1,1,22,9,4,10,0.5468758,12.95861,13.01972,1.134109,0.1497997,0.4220609,-0.6117663,-0.2782373
1,0.0125,2,0.2824192,1,0.25,1,1,23,9,4,10,0.2155098,12.55003,12.83245,0.879863,0.2232899,0.5802018,0.00404402,0.2192149
1,0.00625,1,0.282527,1,0.21,1,1,24,9,4,10,0.21065,12.60983,12.89236,0.3246049,0.333168,0.742779,0.2295111,-0.1097896
1,0.05,4,0.9676981,-1,0.19,0,0,25,9,4,10,-1.27891,12.76895,13.73665,0.01947507,2.320831,2.653759,1.91621,1.351199
1,0.2,5,3.430367,1,0.13,1,1,26,9,4,10,-0.6208542,13.00486,16.43522,-1.041077,0.101482,0.4040416,0.7611282,0.7816461
1,0.025,3,0.6379452,-1,0.23,0,0,27,9,4,10,-1.203966,12.55681,13.19475,0.6106524,-0.1103676,0.2295095,0.3238292,0.9818181
-1,0.00625,1,-0.06460285,1,0.1,0,0,28,9,4,10,-0.007578997,12.61749,12.55289,-1.680524,-2.211301,-1.342224,0.3193598,0.05678962
1,0.00625,1,0.1162748,-1,0.35,0,0,29,9,4,10,-2.604465,12.69142,12.80769,2.029692,2.494319,2.728776,3.081701,2.08869
1,0.0125,2,0.5160332,1,0.22,1,1,30,9,4,10,-0.3615373,12.62165,13.13768,0.4698643,1.498225,1.775996,1.044505,1.125853
-1,0.025,3,-0.5271902,-1,0.17,1,1,31,9,4,10,1.183957,12.74908,12.22189,-0.307468,0.5824249,0.5795164,0.2346283,-0.1272109
1,0.0125,2,0.2398186,-1,0.15,0,0,32,9,4,10,1.16604,12.73365,12.97347,-0.6595852,-1.248885,-4.253908,-0.9797396,-0.4684241
-1,0.05,4,-0.5786762,-1,0.15,1,1,33,9,4,10,-0.2365847,12.60975,12.03107,-0.6595852,-2.756454,-1.28822,-1.533906,0.2528739
-1,0.2,5,-3.516542,-1,0.23,1,1,34,9,4,10,-2.536897,12.65919,9.142643,0.6106524,2.654,3.004165,2.118594,1.010534
1,0.2,5,3.604202,1,0.15,1,1,35,9,4,10,-0.9108636,12.61304,16.21724,-0.6595852,-0.08877481,0.8498944,1.910456,0.9154956
1,0.025,3,0.05703545,1,0.15,1,1,36,9,4,10,1.378994,12.74477,12.80181,-0.6595852,-0.6442334,-0.6138366,-0.5381534,-0.8451716
1,0.025,3,0.6894379,1,0.2,1,1,37,9,4,10,0.1278638,12.35599,13.04543,0.1745835,0.4440621,0.8771253,0.845689,0.1348344
1,0.00625,1,-0.09930801,1,0.14,1,0,38,9,4,10,1.142601,12.90821,12.8089,-0.846356,-1.316947,-1.612633,-2.246392,-0.2467329
-1,0.0125,2,-0.1288033,1,0.18,0,0,39,9,4,10,-2.740631,12.43664,12.30784,-0.1410766,-0.8630221,0.9214956,2.242593,1.990656
1,0.025,3,0.1236935,1,0.23,1,1,40,9,4,10,0.8651165,12.97224,13.09594,0.6106524,0.02106757,-0.04722861,-0.5258842,-0.7263254
-1,0.05,4,-0.4969149,-1,0.3,1,1,41,9,4,10,0.4561549,12.70452,12.2076,1.490804,0.3910123,0.5327537,-0.4824295,-0.3678537
-1,0.00625,1,0.07176304,-1,0.16,1,0,42,9,4,10,0.3508378,12.37178,12.44355,-0.4801393,0.6452895,0.7712705,0.3249812,-0.3606496
1,0.0125,2,0.501399,1,0.13,1,1,43,9,4,10,1.092419,12.67652,13.17792,-1.041077,-2.01103,-1.806455,-3.235198,-0.3034717
-1,0.05,4,-0.9902744,-1,0.2,1,1,44,9,4,10,-1.892098,12.58923,11.59896,0.1745835,1.771943,2.540582,2.159685,1.832908
1,0.2,5,3.27312,1,0.12,1,1,45,9,4,10,0.6132156,12.86534,16.13846,-1.244455,-1.608068,-0.8268797,-0.5311745,0.1675795
-1,0.0125,2,-0.00576973,1,0.17,0,0,46,9,4,10,-1.453497,12.47517,12.4694,-0.307468,1.730562,1.757571,1.607433,1.170393
-1,0.00625,1,-0.2337265,-1,0.2,1,1,47,9,4,10,-0.7415192,12.77216,12.53843,0.1745835,1.349146,1.345165,0.2747941,0.9457622
-1,0.0125,2,-0.4448538,1,0.25,0,0,48,9,4,10,-2.491519,13.02221,12.57735,0.879863,1.734495,2.962796,3.226908,2.84701
-1,0.025,3,-0.06267929,-1,0.2,1,1,49,9,4,10,0.1204538,12.65585,12.59317,0.1745835,-0.7924793,0.4269693,0.5061331,0.5555076
-1,0.00625,1,-0.3847618,1,0.52,0,0,50,9,4,10,0.3487352,12.75697,12.37221,3.495933,-3.92941,-3.553755,-0.6987469,0.638438
1,0.00625,1,0.3133602,1,0.16,1,1,1,10,4,10,-0.8120637,12.57215,12.88552,-0.5367811,0.2724429,0.7939965,0.6269408,-0.06878415
1,0.0125,2,0.1616135,-1,0.11,0,0,2,10,4,10,-0.7272447,12.80619,12.9678,-1.338343,0.4671362,0.8180038,0.4638315,-0.06922649
-1,0.0125,2,-0.04036236,1,0.23,0,0,3,10,4,10,0.5787111,12.59984,12.55948,0.3579954,-0.5194684,-0.3531782,-0.0949213,-0.4304523
1,0.00625,1,0.06708908,-1,0.3,0,0,4,10,4,10,0.185746,12.65421,12.7213,1.079983,0.6316203,0.7985373,0.9230459,0.6844686
1,0.00625,1,0.1083727,-1,0.24,0,0,5,10,4,10,1.296543,12.77545,12.88382,0.4700362,-0.09045301,-0.200485,-0.3936182,-0.1978544
-1,0.00625,1,0.3392639,-1,0.15,1,0,6,10,4,10,0.2232259,12.52919,12.86846,-0.6839805,1.065133,1.017255,0.8529667,0.783883
1,0.025,3,0.4959202,-1,0.23,0,0,7,10,4,10,0.8808434,12.63095,13.12687,0.3579954,0.09706409,0.206408,-1.98556,-0.0592432
-1,0.025,3,-0.3139744,-1,0.15,1,1,8,10,4,10,-2.524106,12.51094,12.19697,-0.6839805,1.374823,1.668497,1.788907,1.92811
-1,0.2,5,-3.851059,-1,0.19,1,1,9,10,4,10,-1.556797,12.77829,8.927234,-0.1269473,1.621294,1.854086,2.070892,0.2313923
-1,0.05,4,-0.9810705,-1,0.38,1,1,10,10,4,10,-0.4837694,12.7074,11.72633,1.764251,0.2071445,0.6030233,0.4619009,-0.1613656
-1,0.025,3,-0.6545582,-1,0.26,1,1,11,10,4,10,0.6284759,12.9665,12.31195,0.6845564,-1.714357,-1.1153,-0.7211702,-0.5719351
-1,0.05,4,-1.039918,-1,0.35,1,1,12,10,4,10,0.03114285,12.66708,11.62716,1.522033,-0.4171363,-0.2216821,-1.172794,-0.096275
-1,0.0125,2,-0.4447145,-1,0.21,1,1,13,10,4,10,-0.03235376,12.86825,12.42353,0.1233507,0.1366165,0.362988,0.1092686,0.2110399
1,0.00625,1,0.2310228,-1,0.22,0,0,14,10,4,10,-0.02530496,12.67202,12.90304,0.242507,0.3184019,0.4109292,0.5356808,0.3463723
-1,0.2,5,-3.499969,-1,0.13,1,1,15,10,4,10,0.5669745,12.76683,9.266859,-0.9969185,0.2677683,0.2731069,-0.03601961,0.2030612
1,0.2,5,3.357574,1,0.15,1,1,16,10,4,10,0.7292861,12.88893,16.2465,-0.6839805,0.2391253,0.3058627,0.3675808,-0.006900887
-1,0.05,4,-0.9445066,-1,0.13,1,1,17,10,4,10,0.7566968,12.58423,11.63972,-0.9969185,-0.4869833,-0.9095718,-0.4046127,-0.03955091
1,0.0125,2,0.1545019,1,0.35,1,1,18,10,4,10,0.4317382,12.822,12.97651,1.522033,-0.4432914,-0.5817031,-0.2038801,0.3410254
1,0.00625,1,-0.04699135,1,0.39,1,0,19,10,4,10,-0.6834829,12.84509,12.7981,1.841637,0.8533728,0.7207857,0.8144919,1.277879
1,0.2,5,3.807833,1,0.19,1,1,20,10,4,10,-0.04738727,12.69157,16.4994,-0.1269473,0.03907909,0.1948361,0.1550435,0.7886149
1,0.05,4,1.284688,-1,0.2,0,0,21,10,4,10,0.3214579,12.57122,13.8559,0.0002881273,-0.5493983,0.02233612,-1.010648,0.6920501
1,0.2,5,3.831555,1,0.15,1,1,22,10,4,10,-1.201311,12.53104,16.3626,-0.6839805,-1.657269,-1.53327,-0.8058553,0.8470739
-1,0.025,3,-0.7842636,-1,0.2,1,1,23,10,4,10,-1.452914,12.80809,12.02383,0.0002881273,1.388187,1.734573,1.577255,1.040898
1,0.025,3,0.523675,1,0.4,1,1,24,10,4,10,-0.8667421,12.6922,13.21588,1.91746,1.341066,0.8611363,0.3904527,1.123305
1,0.0125,2,-0.3660412,1,0.2,1,0,25,10,4,10,-0.7784153,12.84396,12.47792,0.0002881273,0.6333341,1.18831,-1.24364,-0.4545193
1,0.05,4,0.6825809,1,0.19,1,1,26,10,4,10,-0.7463261,12.85024,13.53282,-0.1269473,-0.5080116,0.02596303,-0.3650989,1.128285
-1,0.0125,2,-0.2742081,-1,0.26,1,1,27,10,4,10,0.2625445,12.73927,12.46506,0.6845564,1.125106,0.9555501,0.7678432,0.7278869
-1,0.05,4,-1.015955,1,0.22,0,0,28,10,4,10,0.7073872,12.69092,11.67497,0.242507,0.6879208,0.9141896,-1.058088,0.3640922
-1,0.025,3,-0.5390511,-1,0.27,1,1,29,10,4,10,-0.690818,12.88672,12.34767,0.7873869,1.91311,2.276601,1.50169,1.743456
1,0.2,5,3.762879,1,0.27,1,1,30,10,4,10,0.2520175,12.69133,16.45421,0.7873869,0.3710517,-0.5010942,-0.4901836,1.295592
-1,0.00625,1,-0.3131981,-1,0.14,1,1,31,10,4,10,-0.1367172,12.7836,12.4704,-0.8371887,1.654904,1.751341,0.1136746,1.188268
-1,0.05,4,-0.7773981,-1,0.12,1,1,32,10,4,10,1.032318,12.68361,11.90621,-1.16375,0.3868198,-0.01176996,-1.924394,-0.01403559
-1,0.0125,2,0.1653423,-1,0.3,1,0,33,10,4,10,-1.974815,12.5755,12.74084,1.079983,2.760971,2.178314,3.028822,3.028812
1,0.00625,1,0.299695,-1,0.2,0,0,34,10,4,10,0.1762536,12.71695,13.01664,0.0002881273,-2.573244,-2.066292,-1.814438,-0.6306987
-1,0.00625,1,-0.03174019,-1,0.13,1,1,35,10,4,10,-1.950278,12.711,12.67926,-0.9969185,0.4039312,0.7452941,-0.4661999,1.664987
1,0.0125,2,0.08960247,-1,0.29,0,0,36,10,4,10,-1.802726,12.90418,12.99378,0.9849637,0.9407596,1.209991,-0.5991653,0.864462
-1,0.05,4,-1.171225,-1,0.15,1,1,37,10,4,10,-2.031589,12.84675,11.67552,-0.6839805,1.495196,0.2487778,-0.5000403,1.679395
-1,0.025,3,-0.2996931,-1,0.13,1,1,38,10,4,10,-2.363781,12.60269,12.303,-0.9969185,0.2386087,-0.16017,1.296523,1.538018
1,0.2,5,3.621875,1,0.11,1,1,39,10,4,10,-0.2630445,12.52427,16.14614,-1.338343,1.731096,1.798443,2.060635,0.9587816
1,0.05,4,0.751688,1,0.42,1,1,40,10,4,10,1.328057,12.87795,13.62964,2.064659,0.1108281,0.1546259,-0.7336371,0.1770276
1,0.025,3,0.3121662,1,0.17,1,1,41,10,4,10,0.9693266,12.81355,13.12572,-0.3951388,-0.2994186,-0.3335334,-0.8728811,-0.1104894
1,0.05,4,0.6823492,-1,0.27,0,0,42,10,4,10,-0.965884,12.87671,13.55906,0.7873869,1.42873,1.837605,1.002137,0.9992881
1,0.2,5,3.381348,1,0.13,1,1,43,10,4,10,0.1507539,12.804,16.18535,-0.9969185,0.4021475,0.6103132,-0.05373592,0.4055146
-1,0.0125,2,-0.529789,-1,0.15,1,1,44,10,4,10,-0.6681961,12.88489,12.3551,-0.6839805,1.31333,1.646251,2.150113,1.12215
-1,0.025,3,-0.4085035,-1,0.17,1,1,45,10,4,10,1.396627,12.73923,12.33073,-0.3951388,0.0276632,0.1155446,-1.023269,0.5175392
1,0.0125,2,0.3622913,-1,0.07999998,0,0,46,10,4,10,0.5728579,12.68941,13.0517,-1.916884,-0.2718107,-0.2652114,0.2284754,0.6648411
-1,0.2,5,-3.429399,-1,0.1,1,1,47,10,4,10,0.2656414,12.53889,9.109489,-1.521456,0.58581,-0.06077005,-1.83538,0.303179
1,0.2,5,3.823648,1,0.1,1,1,48,10,4,10,-1.524276,12.65285,16.4765,-1.521456,0.3415577,-0.1681622,0.07028592,1.71448
-1,0.025,3,-0.6111755,1,0.28,0,0,49,10,4,10,-0.9733038,12.77999,12.16881,0.8874749,-0.5814247,0.3747573,1.180136,0.9000046
-1,0.00625,1,-0.1208496,1,0.22,0,0,50,10,4,10,0.1031042,12.67682,12.55597,0.242507,-1.330976,-1.110256,-0.1368317,0.05927081
-1,0.0125,2,-0.2183275,-1,0.28,1,1,1,1,5,10,-0.5844882,12.66515,12.44683,0.923169,0.9573205,1.050223,0.3084839,0.7387368
-1,0.2,5,-3.963859,-1,0.2,1,1,2,1,5,10,0.1423372,12.88708,8.92322,-0.06653414,-0.6464782,-0.4350566,-0.3782071,-0.6653191
-1,0.05,4,-0.9942713,-1,0.24,1,1,3,1,5,10,0.4499849,12.70832,11.71405,0.4574943,0.4106203,0.4657325,0.1701401,0.06708737
1,0.2,5,3.677393,1,0.18,1,1,4,1,5,10,0.7707234,12.82957,16.50696,-0.3553908,-0.1584998,-0.2406577,-0.009150145,-0.3927544
-1,0.00625,1,-0.09509945,-1,0.18,1,1,5,1,5,10,0.5327094,12.59087,12.49577,-0.3553908,0.1800649,0.1512005,0.457398,0.0372441
-1,0.2,5,-3.24904,-1,0.13,1,1,6,1,5,10,0.08318853,12.3742,9.125165,-1.17897,-0.05708726,0.3073867,-0.3259133,0.03250227
1,0.0125,2,0.3037834,-1,0.13,0,0,7,1,5,10,0.3593104,12.79614,13.09993,-1.17897,0.4576317,0.3203821,0.6753404,0.2041179
1,0.0125,2,0.4117889,1,0.23,1,1,8,1,5,10,0.03159006,12.64473,13.05652,0.332507,0.2928933,0.2784891,0.4116984,0.1281314
-1,0.025,3,-0.4784641,-1,0.06999999,1,1,9,1,5,10,0.5004306,12.61759,12.13912,-2.444548,-0.9392077,-1.971686,-2.118597,-1.133481
